Lot #,Lot URL,Expected Time,Current Time,Status,Note
274,https://dome-auctions.com/administration/auctions/1001/lots/1288/update/,14:54,14:54:00,Updated,Time changed
275,https://dome-auctions.com/administration/auctions/1001/lots/1289/update/,14:54,15:48:00,Updated,Time changed
276,https://dome-auctions.com/administration/auctions/1001/lots/1289/update/,14:55,14:54:00,Updated,Time changed
277,https://dome-auctions.com/administration/auctions/1001/lots/1290/update/,14:55,15:48:00,Updated,Time changed
278,https://dome-auctions.com/administration/auctions/1001/lots/1290/update/,14:55,14:55:00,Updated,Time changed
279,https://dome-auctions.com/administration/auctions/1001/lots/1291/update/,14:55,15:48:00,Updated,Time changed
280,https://dome-auctions.com/administration/auctions/1001/lots/1291/update/,14:55,14:55:00,Updated,Time changed
281,https://dome-auctions.com/administration/auctions/1001/lots/1292/update/,14:56,15:52:00,Updated,Time changed
282,https://dome-auctions.com/administration/auctions/1001/lots/1292/update/,14:56,14:56:00,Updated,Time changed
283,https://dome-auctions.com/administration/auctions/1001/lots/1293/update/,14:56,15:52:00,Updated,Time changed
284,https://dome-auctions.com/administration/auctions/1001/lots/1293/update/,14:56,14:56:00,Updated,Time changed
285,https://dome-auctions.com/administration/auctions/1001/lots/1294/update/,14:56,15:52:00,Updated,Time changed
286,https://dome-auctions.com/administration/auctions/1001/lots/1294/update/,14:57,14:56:00,Updated,Time changed
287,https://dome-auctions.com/administration/auctions/1001/lots/1295/update/,14:57,15:52:00,Updated,Time changed
288,https://dome-auctions.com/administration/auctions/1001/lots/1295/update/,14:57,14:57:00,Updated,Time changed
289,https://dome-auctions.com/administration/auctions/1001/lots/1296/update/,14:57,15:52:00,Updated,Time changed
290,https://dome-auctions.com/administration/auctions/1001/lots/1296/update/,14:57,14:57:00,Updated,Time changed
291,https://dome-auctions.com/administration/auctions/1001/lots/1297/update/,14:58,15:56:00,Updated,Time changed
292,https://dome-auctions.com/administration/auctions/1001/lots/1297/update/,14:58,14:58:00,Updated,Time changed
293,https://dome-auctions.com/administration/auctions/1001/lots/1298/update/,14:58,15:56:00,Updated,Time changed
294,https://dome-auctions.com/administration/auctions/1001/lots/1298/update/,14:58,14:58:00,Updated,Time changed
295,https://dome-auctions.com/administration/auctions/1001/lots/1299/update/,14:58,15:56:00,Updated,Time changed
296,https://dome-auctions.com/administration/auctions/1001/lots/1299/update/,14:59,14:58:00,Updated,Time changed
297,https://dome-auctions.com/administration/auctions/1001/lots/1300/update/,14:59,15:56:00,Updated,Time changed
298,https://dome-auctions.com/administration/auctions/1001/lots/1300/update/,14:59,14:59:00,Updated,Time changed
299,https://dome-auctions.com/administration/auctions/1001/lots/1301/update/,14:59,15:56:00,Updated,Time changed
300,https://dome-auctions.com/administration/auctions/1001/lots/1301/update/,14:59,14:59:00,Updated,Time changed
301,https://dome-auctions.com/administration/auctions/1001/lots/1302/update/,15:00,16:00:00,Updated,Time changed
302,https://dome-auctions.com/administration/auctions/1001/lots/1302/update/,15:00,15:00:00,Updated,Time changed
303,https://dome-auctions.com/administration/auctions/1001/lots/1303/update/,15:00,16:00:00,Updated,Time changed
304,https://dome-auctions.com/administration/auctions/1001/lots/1303/update/,15:00,15:00:00,Updated,Time changed
305,https://dome-auctions.com/administration/auctions/1001/lots/1304/update/,15:00,16:00:00,Updated,Time changed
306,https://dome-auctions.com/administration/auctions/1001/lots/1304/update/,15:01,15:00:00,Updated,Time changed
307,https://dome-auctions.com/administration/auctions/1001/lots/1305/update/,15:01,16:00:00,Updated,Time changed
308,https://dome-auctions.com/administration/auctions/1001/lots/1305/update/,15:01,15:01:00,Updated,Time changed
309,https://dome-auctions.com/administration/auctions/1001/lots/1306/update/,15:01,16:00:00,Updated,Time changed
310,https://dome-auctions.com/administration/auctions/1001/lots/1306/update/,15:01,15:01:00,Updated,Time changed
311,https://dome-auctions.com/administration/auctions/1001/lots/1307/update/,15:02,16:04:00,Updated,Time changed
312,https://dome-auctions.com/administration/auctions/1001/lots/1307/update/,15:02,15:02:00,Updated,Time changed
313,https://dome-auctions.com/administration/auctions/1001/lots/1308/update/,15:02,16:04:00,Updated,Time changed
314,https://dome-auctions.com/administration/auctions/1001/lots/1308/update/,15:02,15:02:00,Updated,Time changed
315,https://dome-auctions.com/administration/auctions/1001/lots/1309/update/,15:02,16:04:00,Updated,Time changed
316,https://dome-auctions.com/administration/auctions/1001/lots/1309/update/,15:03,15:02:00,Updated,Time changed
317,https://dome-auctions.com/administration/auctions/1001/lots/1310/update/,15:03,16:04:00,Updated,Time changed
318,https://dome-auctions.com/administration/auctions/1001/lots/1310/update/,15:03,15:03:00,Updated,Time changed
319,https://dome-auctions.com/administration/auctions/1001/lots/1311/update/,15:03,16:04:00,Updated,Time changed
320,https://dome-auctions.com/administration/auctions/1001/lots/1311/update/,15:03,15:03:00,Updated,Time changed
321,https://dome-auctions.com/administration/auctions/1001/lots/1312/update/,15:04,16:08:00,Updated,Time changed
322,https://dome-auctions.com/administration/auctions/1001/lots/1312/update/,15:04,15:04:00,Updated,Time changed
323,https://dome-auctions.com/administration/auctions/1001/lots/1313/update/,15:04,16:08:00,Updated,Time changed
324,https://dome-auctions.com/administration/auctions/1001/lots/1313/update/,15:04,15:04:00,Updated,Time changed
325,https://dome-auctions.com/administration/auctions/1001/lots/1314/update/,15:04,16:08:00,Updated,Time changed
326,https://dome-auctions.com/administration/auctions/1001/lots/1314/update/,15:05,15:04:00,Updated,Time changed
327,https://dome-auctions.com/administration/auctions/1001/lots/1315/update/,15:05,16:08:00,Updated,Time changed
328,https://dome-auctions.com/administration/auctions/1001/lots/1315/update/,15:05,15:05:00,Updated,Time changed
329,https://dome-auctions.com/administration/auctions/1001/lots/1316/update/,15:05,16:08:00,Updated,Time changed
330,https://dome-auctions.com/administration/auctions/1001/lots/1316/update/,15:05,15:05:00,Updated,Time changed
331,https://dome-auctions.com/administration/auctions/1001/lots/1317/update/,15:06,16:12:00,Updated,Time changed
332,https://dome-auctions.com/administration/auctions/1001/lots/1317/update/,15:06,15:06:00,Updated,Time changed
333,https://dome-auctions.com/administration/auctions/1001/lots/1318/update/,15:06,16:12:00,Updated,Time changed
334,https://dome-auctions.com/administration/auctions/1001/lots/1318/update/,15:06,15:06:00,Updated,Time changed
335,https://dome-auctions.com/administration/auctions/1001/lots/1319/update/,15:06,16:12:00,Updated,Time changed
336,https://dome-auctions.com/administration/auctions/1001/lots/1319/update/,15:07,15:06:00,Updated,Time changed
337,https://dome-auctions.com/administration/auctions/1001/lots/1320/update/,15:07,16:12:00,Updated,Time changed
338,https://dome-auctions.com/administration/auctions/1001/lots/1320/update/,15:07,15:07:00,Updated,Time changed
339,https://dome-auctions.com/administration/auctions/1001/lots/1321/update/,15:07,16:12:00,Updated,Time changed
340,https://dome-auctions.com/administration/auctions/1001/lots/1321/update/,15:07,15:07:00,Updated,Time changed
341,https://dome-auctions.com/administration/auctions/1001/lots/1322/update/,15:08,16:16:00,Updated,Time changed
342,https://dome-auctions.com/administration/auctions/1001/lots/1322/update/,15:08,15:08:00,Updated,Time changed
343,https://dome-auctions.com/administration/auctions/1001/lots/1323/update/,15:08,16:16:00,Updated,Time changed
344,https://dome-auctions.com/administration/auctions/1001/lots/1323/update/,15:08,15:08:00,Updated,Time changed
345,https://dome-auctions.com/administration/auctions/1001/lots/1324/update/,15:08,16:16:00,Updated,Time changed
346,https://dome-auctions.com/administration/auctions/1001/lots/1324/update/,15:09,15:08:00,Updated,Time changed
347,https://dome-auctions.com/administration/auctions/1001/lots/1325/update/,15:09,16:16:00,Updated,Time changed
348,https://dome-auctions.com/administration/auctions/1001/lots/1325/update/,15:09,15:09:00,Updated,Time changed
349,https://dome-auctions.com/administration/auctions/1001/lots/1326/update/,15:09,16:16:00,Updated,Time changed
350,https://dome-auctions.com/administration/auctions/1001/lots/1326/update/,15:09,15:09:00,Updated,Time changed
351,https://dome-auctions.com/administration/auctions/1001/lots/1327/update/,15:10,16:20:00,Updated,Time changed
352,https://dome-auctions.com/administration/auctions/1001/lots/1327/update/,15:10,15:10:00,Updated,Time changed
353,https://dome-auctions.com/administration/auctions/1001/lots/1328/update/,15:10,16:20:00,Updated,Time changed
354,https://dome-auctions.com/administration/auctions/1001/lots/1328/update/,15:10,15:10:00,Updated,Time changed
355,https://dome-auctions.com/administration/auctions/1001/lots/1329/update/,15:10,16:20:00,Updated,Time changed
356,https://dome-auctions.com/administration/auctions/1001/lots/1329/update/,15:11,15:10:00,Updated,Time changed
357,https://dome-auctions.com/administration/auctions/1001/lots/1330/update/,15:11,16:20:00,Updated,Time changed
358,https://dome-auctions.com/administration/auctions/1001/lots/1330/update/,15:11,15:11:00,Updated,Time changed
359,https://dome-auctions.com/administration/auctions/1001/lots/1331/update/,15:11,16:20:00,Updated,Time changed
360,https://dome-auctions.com/administration/auctions/1001/lots/1331/update/,15:11,15:11:00,Updated,Time changed
361,https://dome-auctions.com/administration/auctions/1001/lots/1332/update/,15:12,16:24:00,Updated,Time changed
362,https://dome-auctions.com/administration/auctions/1001/lots/1332/update/,15:12,15:12:00,Updated,Time changed
363,https://dome-auctions.com/administration/auctions/1001/lots/1333/update/,15:12,16:24:00,Updated,Time changed
364,https://dome-auctions.com/administration/auctions/1001/lots/1333/update/,15:12,15:12:00,Updated,Time changed
365,https://dome-auctions.com/administration/auctions/1001/lots/1334/update/,15:12,16:24:00,Updated,Time changed
366,https://dome-auctions.com/administration/auctions/1001/lots/1334/update/,15:13,15:12:00,Updated,Time changed
367,https://dome-auctions.com/administration/auctions/1001/lots/1335/update/,15:13,16:24:00,Updated,Time changed
368,https://dome-auctions.com/administration/auctions/1001/lots/1335/update/,15:13,15:13:00,Updated,Time changed
369,https://dome-auctions.com/administration/auctions/1001/lots/1336/update/,15:13,16:24:00,Updated,Time changed
370,https://dome-auctions.com/administration/auctions/1001/lots/1336/update/,15:13,15:13:00,Updated,Time changed
371,https://dome-auctions.com/administration/auctions/1001/lots/1337/update/,15:14,16:28:00,Updated,Time changed
372,https://dome-auctions.com/administration/auctions/1001/lots/1337/update/,15:14,15:14:00,Updated,Time changed
373,https://dome-auctions.com/administration/auctions/1001/lots/1338/update/,15:14,16:28:00,Updated,Time changed
374,https://dome-auctions.com/administration/auctions/1001/lots/1338/update/,15:14,15:14:00,Updated,Time changed
375,https://dome-auctions.com/administration/auctions/1001/lots/1339/update/,15:14,16:28:00,Updated,Time changed
376,https://dome-auctions.com/administration/auctions/1001/lots/1339/update/,15:15,15:14:00,Updated,Time changed
377,https://dome-auctions.com/administration/auctions/1001/lots/1340/update/,15:15,16:28:00,Updated,Time changed
378,https://dome-auctions.com/administration/auctions/1001/lots/1340/update/,15:15,15:15:00,Updated,Time changed
379,https://dome-auctions.com/administration/auctions/1001/lots/1341/update/,15:15,16:28:00,Updated,Time changed
380,https://dome-auctions.com/administration/auctions/1001/lots/1341/update/,15:15,15:15:00,Updated,Time changed
381,https://dome-auctions.com/administration/auctions/1001/lots/1342/update/,15:16,16:32:00,Updated,Time changed
382,https://dome-auctions.com/administration/auctions/1001/lots/1342/update/,15:16,15:16:00,Updated,Time changed
383,https://dome-auctions.com/administration/auctions/1001/lots/1343/update/,15:16,16:32:00,Updated,Time changed
384,https://dome-auctions.com/administration/auctions/1001/lots/1343/update/,15:16,15:16:00,Updated,Time changed
385,https://dome-auctions.com/administration/auctions/1001/lots/1344/update/,15:16,16:32:00,Updated,Time changed
386,https://dome-auctions.com/administration/auctions/1001/lots/1344/update/,15:17,15:16:00,Updated,Time changed
387,https://dome-auctions.com/administration/auctions/1001/lots/1345/update/,15:17,16:32:00,Updated,Time changed
388,https://dome-auctions.com/administration/auctions/1001/lots/1345/update/,15:17,15:17:00,Updated,Time changed
389,https://dome-auctions.com/administration/auctions/1001/lots/1346/update/,15:17,16:32:00,Updated,Time changed
390,https://dome-auctions.com/administration/auctions/1001/lots/1346/update/,15:17,15:17:00,Updated,Time changed
391,https://dome-auctions.com/administration/auctions/1001/lots/1347/update/,15:18,16:36:00,Updated,Time changed
392,https://dome-auctions.com/administration/auctions/1001/lots/1347/update/,15:18,15:18:00,Updated,Time changed
393,https://dome-auctions.com/administration/auctions/1001/lots/1348/update/,15:18,16:36:00,Updated,Time changed
394,https://dome-auctions.com/administration/auctions/1001/lots/1348/update/,15:18,15:18:00,Updated,Time changed
395,https://dome-auctions.com/administration/auctions/1001/lots/1349/update/,15:18,16:36:00,Updated,Time changed
396,https://dome-auctions.com/administration/auctions/1001/lots/1349/update/,15:19,15:18:00,Updated,Time changed
397,https://dome-auctions.com/administration/auctions/1001/lots/1350/update/,15:19,16:36:00,Updated,Time changed
398,https://dome-auctions.com/administration/auctions/1001/lots/1350/update/,15:19,15:19:00,Updated,Time changed
399,https://dome-auctions.com/administration/auctions/1001/lots/1351/update/,15:19,16:36:00,Updated,Time changed
400,https://dome-auctions.com/administration/auctions/1001/lots/1351/update/,15:19,15:19:00,Updated,Time changed
401,https://dome-auctions.com/administration/auctions/1001/lots/1352/update/,15:20,16:40:00,Updated,Time changed
402,https://dome-auctions.com/administration/auctions/1001/lots/1352/update/,15:20,15:20:00,Updated,Time changed
403,https://dome-auctions.com/administration/auctions/1001/lots/1353/update/,15:20,16:40:00,Updated,Time changed
404,https://dome-auctions.com/administration/auctions/1001/lots/1353/update/,15:20,15:20:00,Updated,Time changed
405,https://dome-auctions.com/administration/auctions/1001/lots/1354/update/,15:20,16:40:00,Updated,Time changed
406,https://dome-auctions.com/administration/auctions/1001/lots/1354/update/,15:21,15:20:00,Updated,Time changed
407,https://dome-auctions.com/administration/auctions/1001/lots/1355/update/,15:21,16:40:00,Updated,Time changed
408,https://dome-auctions.com/administration/auctions/1001/lots/1355/update/,15:21,15:21:00,Updated,Time changed
409,https://dome-auctions.com/administration/auctions/1001/lots/1356/update/,15:21,16:40:00,Updated,Time changed
410,https://dome-auctions.com/administration/auctions/1001/lots/1356/update/,15:21,15:21:00,Updated,Time changed
411,https://dome-auctions.com/administration/auctions/1001/lots/1357/update/,15:22,16:44:00,Updated,Time changed
412,https://dome-auctions.com/administration/auctions/1001/lots/1357/update/,15:22,15:22:00,Updated,Time changed
413,https://dome-auctions.com/administration/auctions/1001/lots/1358/update/,15:22,16:44:00,Updated,Time changed
414,https://dome-auctions.com/administration/auctions/1001/lots/1358/update/,15:22,15:22:00,Updated,Time changed
415,https://dome-auctions.com/administration/auctions/1001/lots/1359/update/,15:22,16:44:00,Updated,Time changed
416,https://dome-auctions.com/administration/auctions/1001/lots/1359/update/,15:23,15:22:00,Updated,Time changed
417,https://dome-auctions.com/administration/auctions/1001/lots/1360/update/,15:23,16:44:00,Updated,Time changed
418,https://dome-auctions.com/administration/auctions/1001/lots/1360/update/,15:23,15:23:00,Updated,Time changed
419,https://dome-auctions.com/administration/auctions/1001/lots/1361/update/,15:23,16:44:00,Updated,Time changed
420,https://dome-auctions.com/administration/auctions/1001/lots/1361/update/,15:23,15:23:00,Updated,Time changed
421,https://dome-auctions.com/administration/auctions/1001/lots/1362/update/,15:24,16:48:00,Updated,Time changed
422,https://dome-auctions.com/administration/auctions/1001/lots/1362/update/,15:24,15:24:00,Updated,Time changed
423,https://dome-auctions.com/administration/auctions/1001/lots/1363/update/,15:24,16:48:00,Updated,Time changed
424,https://dome-auctions.com/administration/auctions/1001/lots/1363/update/,15:24,15:24:00,Updated,Time changed
425,https://dome-auctions.com/administration/auctions/1001/lots/1364/update/,15:24,16:48:00,Updated,Time changed
426,https://dome-auctions.com/administration/auctions/1001/lots/1364/update/,15:25,15:24:00,Updated,Time changed
427,https://dome-auctions.com/administration/auctions/1001/lots/1365/update/,15:25,16:48:00,Updated,Time changed
428,https://dome-auctions.com/administration/auctions/1001/lots/1365/update/,15:25,15:25:00,Updated,Time changed
429,https://dome-auctions.com/administration/auctions/1001/lots/1366/update/,15:25,16:48:00,Updated,Time changed
430,https://dome-auctions.com/administration/auctions/1001/lots/1366/update/,15:25,15:25:00,Updated,Time changed
431,https://dome-auctions.com/administration/auctions/1001/lots/1367/update/,15:26,16:52:00,Updated,Time changed
432,https://dome-auctions.com/administration/auctions/1001/lots/1367/update/,15:26,15:26:00,Updated,Time changed
433,https://dome-auctions.com/administration/auctions/1001/lots/1368/update/,15:26,16:52:00,Updated,Time changed
434,https://dome-auctions.com/administration/auctions/1001/lots/1368/update/,15:26,15:26:00,Updated,Time changed
435,https://dome-auctions.com/administration/auctions/1001/lots/1369/update/,15:26,16:52:00,Updated,Time changed
436,https://dome-auctions.com/administration/auctions/1001/lots/1369/update/,15:27,15:26:00,Updated,Time changed
437,https://dome-auctions.com/administration/auctions/1001/lots/1370/update/,15:27,16:52:00,Updated,Time changed
438,https://dome-auctions.com/administration/auctions/1001/lots/1370/update/,15:27,15:27:00,Updated,Time changed
439,https://dome-auctions.com/administration/auctions/1001/lots/1371/update/,15:27,16:52:00,Updated,Time changed
440,https://dome-auctions.com/administration/auctions/1001/lots/1371/update/,15:27,15:27:00,Updated,Time changed
441,https://dome-auctions.com/administration/auctions/1001/lots/1372/update/,15:28,16:56:00,Updated,Time changed
442,https://dome-auctions.com/administration/auctions/1001/lots/1372/update/,15:28,15:28:00,Updated,Time changed
443,https://dome-auctions.com/administration/auctions/1001/lots/1373/update/,15:28,16:56:00,Updated,Time changed
444,https://dome-auctions.com/administration/auctions/1001/lots/1373/update/,15:28,15:28:00,Updated,Time changed
445,https://dome-auctions.com/administration/auctions/1001/lots/1374/update/,15:28,16:56:00,Updated,Time changed
446,https://dome-auctions.com/administration/auctions/1001/lots/1374/update/,15:29,15:28:00,Updated,Time changed
447,https://dome-auctions.com/administration/auctions/1001/lots/1375/update/,15:29,16:56:00,Updated,Time changed
448,https://dome-auctions.com/administration/auctions/1001/lots/1375/update/,15:29,15:29:00,Updated,Time changed
449,https://dome-auctions.com/administration/auctions/1001/lots/1376/update/,15:29,16:56:00,Updated,Time changed
450,https://dome-auctions.com/administration/auctions/1001/lots/1376/update/,15:29,15:29:00,Updated,Time changed
451,https://dome-auctions.com/administration/auctions/1001/lots/1377/update/,15:30,17:00:00,Updated,Time changed
452,https://dome-auctions.com/administration/auctions/1001/lots/1377/update/,15:30,15:30:00,Updated,Time changed
453,https://dome-auctions.com/administration/auctions/1001/lots/1378/update/,15:30,17:00:00,Updated,Time changed
454,https://dome-auctions.com/administration/auctions/1001/lots/1378/update/,15:30,15:30:00,Updated,Time changed
455,https://dome-auctions.com/administration/auctions/1001/lots/1379/update/,15:30,17:00:00,Updated,Time changed
456,https://dome-auctions.com/administration/auctions/1001/lots/1379/update/,15:31,15:30:00,Updated,Time changed
457,https://dome-auctions.com/administration/auctions/1001/lots/1380/update/,15:31,17:00:00,Updated,Time changed
458,https://dome-auctions.com/administration/auctions/1001/lots/1380/update/,15:31,15:31:00,Updated,Time changed
459,https://dome-auctions.com/administration/auctions/1001/lots/1381/update/,15:31,17:00:00,Updated,Time changed
460,https://dome-auctions.com/administration/auctions/1001/lots/1381/update/,15:31,15:31:00,Updated,Time changed
461,https://dome-auctions.com/administration/auctions/1001/lots/1382/update/,15:32,17:04:00,Updated,Time changed
462,https://dome-auctions.com/administration/auctions/1001/lots/1382/update/,15:32,15:32:00,Updated,Time changed
463,https://dome-auctions.com/administration/auctions/1001/lots/1383/update/,15:32,17:04:00,Updated,Time changed
464,https://dome-auctions.com/administration/auctions/1001/lots/1383/update/,15:32,15:32:00,Updated,Time changed
465,https://dome-auctions.com/administration/auctions/1001/lots/1384/update/,15:32,17:04:00,Updated,Time changed
466,https://dome-auctions.com/administration/auctions/1001/lots/1384/update/,15:33,15:32:00,Updated,Time changed
467,https://dome-auctions.com/administration/auctions/1001/lots/1385/update/,15:33,17:04:00,Updated,Time changed
468,https://dome-auctions.com/administration/auctions/1001/lots/1385/update/,15:33,15:33:00,Updated,Time changed
469,https://dome-auctions.com/administration/auctions/1001/lots/1386/update/,15:33,17:04:00,Updated,Time changed
470,https://dome-auctions.com/administration/auctions/1001/lots/1386/update/,15:33,15:33:00,Updated,Time changed
471,https://dome-auctions.com/administration/auctions/1001/lots/1387/update/,15:34,17:08:00,Updated,Time changed
472,https://dome-auctions.com/administration/auctions/1001/lots/1387/update/,15:34,15:34:00,Updated,Time changed
473,https://dome-auctions.com/administration/auctions/1001/lots/1388/update/,15:34,17:08:00,Updated,Time changed
474,https://dome-auctions.com/administration/auctions/1001/lots/1388/update/,15:34,15:34:00,Updated,Time changed
475,https://dome-auctions.com/administration/auctions/1001/lots/1389/update/,15:34,17:08:00,Updated,Time changed
476,https://dome-auctions.com/administration/auctions/1001/lots/1389/update/,15:35,15:34:00,Updated,Time changed
477,https://dome-auctions.com/administration/auctions/1001/lots/1390/update/,15:35,17:08:00,Updated,Time changed
478,https://dome-auctions.com/administration/auctions/1001/lots/1390/update/,15:35,15:35:00,Updated,Time changed
479,https://dome-auctions.com/administration/auctions/1001/lots/1391/update/,15:35,17:08:00,Updated,Time changed
480,https://dome-auctions.com/administration/auctions/1001/lots/1391/update/,15:35,15:35:00,Updated,Time changed
481,https://dome-auctions.com/administration/auctions/1001/lots/1392/update/,15:36,17:12:00,Updated,Time changed
482,https://dome-auctions.com/administration/auctions/1001/lots/1392/update/,15:36,15:36:00,Updated,Time changed
483,https://dome-auctions.com/administration/auctions/1001/lots/1393/update/,15:36,17:12:00,Updated,Time changed
484,https://dome-auctions.com/administration/auctions/1001/lots/1393/update/,15:36,15:36:00,Updated,Time changed
485,https://dome-auctions.com/administration/auctions/1001/lots/1394/update/,15:36,17:12:00,Updated,Time changed
486,https://dome-auctions.com/administration/auctions/1001/lots/1394/update/,15:37,15:36:00,Updated,Time changed
487,https://dome-auctions.com/administration/auctions/1001/lots/1395/update/,15:37,17:12:00,Updated,Time changed
488,https://dome-auctions.com/administration/auctions/1001/lots/1395/update/,15:37,15:37:00,Updated,Time changed
489,https://dome-auctions.com/administration/auctions/1001/lots/1396/update/,15:37,17:12:00,Updated,Time changed
490,https://dome-auctions.com/administration/auctions/1001/lots/1396/update/,15:37,15:37:00,Updated,Time changed
491,https://dome-auctions.com/administration/auctions/1001/lots/1397/update/,15:38,17:16:00,Updated,Time changed
492,https://dome-auctions.com/administration/auctions/1001/lots/1397/update/,15:38,15:38:00,Updated,Time changed
493,https://dome-auctions.com/administration/auctions/1001/lots/1398/update/,15:38,17:16:00,Updated,Time changed
494,https://dome-auctions.com/administration/auctions/1001/lots/1398/update/,15:38,15:38:00,Updated,Time changed
495,https://dome-auctions.com/administration/auctions/1001/lots/1399/update/,15:38,17:16:00,Updated,Time changed
496,https://dome-auctions.com/administration/auctions/1001/lots/1399/update/,15:39,15:38:00,Updated,Time changed
497,https://dome-auctions.com/administration/auctions/1001/lots/1400/update/,15:39,17:16:00,Updated,Time changed
498,https://dome-auctions.com/administration/auctions/1001/lots/1400/update/,15:39,15:39:00,Updated,Time changed
499,https://dome-auctions.com/administration/auctions/1001/lots/1401/update/,15:39,17:16:00,Updated,Time changed
500,https://dome-auctions.com/administration/auctions/1001/lots/1401/update/,15:39,15:39:00,Updated,Time changed
501,https://dome-auctions.com/administration/auctions/1001/lots/1402/update/,15:40,17:20:00,Updated,Time changed
502,https://dome-auctions.com/administration/auctions/1001/lots/1402/update/,15:40,15:40:00,Updated,Time changed
503,https://dome-auctions.com/administration/auctions/1001/lots/1403/update/,15:40,17:20:00,Updated,Time changed
504,https://dome-auctions.com/administration/auctions/1001/lots/1403/update/,15:40,15:40:00,Updated,Time changed
505,https://dome-auctions.com/administration/auctions/1001/lots/1404/update/,15:40,17:20:00,Updated,Time changed
506,https://dome-auctions.com/administration/auctions/1001/lots/1404/update/,15:41,15:40:00,Updated,Time changed
507,https://dome-auctions.com/administration/auctions/1001/lots/1405/update/,15:41,17:20:00,Updated,Time changed
508,https://dome-auctions.com/administration/auctions/1001/lots/1405/update/,15:41,15:41:00,Updated,Time changed
509,https://dome-auctions.com/administration/auctions/1001/lots/1406/update/,15:41,17:20:00,Updated,Time changed
510,https://dome-auctions.com/administration/auctions/1001/lots/1406/update/,15:41,15:41:00,Updated,Time changed
511,https://dome-auctions.com/administration/auctions/1001/lots/1407/update/,15:42,17:24:00,Updated,Time changed
512,https://dome-auctions.com/administration/auctions/1001/lots/1407/update/,15:42,15:42:00,Updated,Time changed
513,https://dome-auctions.com/administration/auctions/1001/lots/1408/update/,15:42,17:24:00,Updated,Time changed
514,https://dome-auctions.com/administration/auctions/1001/lots/1408/update/,15:42,15:42:00,Updated,Time changed
515,https://dome-auctions.com/administration/auctions/1001/lots/1409/update/,15:42,17:24:00,Updated,Time changed
516,https://dome-auctions.com/administration/auctions/1001/lots/1409/update/,15:43,15:42:00,Updated,Time changed
517,https://dome-auctions.com/administration/auctions/1001/lots/1410/update/,15:43,17:24:00,Updated,Time changed
518,https://dome-auctions.com/administration/auctions/1001/lots/1410/update/,15:43,15:43:00,Updated,Time changed
519,https://dome-auctions.com/administration/auctions/1001/lots/1411/update/,15:43,17:24:00,Updated,Time changed
520,https://dome-auctions.com/administration/auctions/1001/lots/1411/update/,15:43,15:43:00,Updated,Time changed
521,https://dome-auctions.com/administration/auctions/1001/lots/1412/update/,15:44,17:28:00,Updated,Time changed
522,https://dome-auctions.com/administration/auctions/1001/lots/1412/update/,15:44,15:44:00,Updated,Time changed
523,https://dome-auctions.com/administration/auctions/1001/lots/1413/update/,15:44,17:28:00,Updated,Time changed
524,https://dome-auctions.com/administration/auctions/1001/lots/1413/update/,15:44,15:44:00,Updated,Time changed
525,https://dome-auctions.com/administration/auctions/1001/lots/1414/update/,15:44,17:28:00,Updated,Time changed
526,https://dome-auctions.com/administration/auctions/1001/lots/1414/update/,15:45,15:44:00,Updated,Time changed
527,https://dome-auctions.com/administration/auctions/1001/lots/1415/update/,15:45,17:28:00,Updated,Time changed
528,https://dome-auctions.com/administration/auctions/1001/lots/1415/update/,15:45,15:45:00,Updated,Time changed
529,https://dome-auctions.com/administration/auctions/1001/lots/1416/update/,15:45,17:28:00,Updated,Time changed
530,https://dome-auctions.com/administration/auctions/1001/lots/1416/update/,15:45,15:45:00,Updated,Time changed
531,https://dome-auctions.com/administration/auctions/1001/lots/1417/update/,15:46,17:32:00,Updated,Time changed
532,https://dome-auctions.com/administration/auctions/1001/lots/1417/update/,15:46,15:46:00,Updated,Time changed
533,https://dome-auctions.com/administration/auctions/1001/lots/1418/update/,15:46,17:32:00,Updated,Time changed
534,https://dome-auctions.com/administration/auctions/1001/lots/1418/update/,15:46,15:46:00,Updated,Time changed
535,https://dome-auctions.com/administration/auctions/1001/lots/1419/update/,15:46,17:32:00,Updated,Time changed
536,https://dome-auctions.com/administration/auctions/1001/lots/1419/update/,15:47,15:46:00,Updated,Time changed
537,https://dome-auctions.com/administration/auctions/1001/lots/1420/update/,15:47,17:32:00,Updated,Time changed
538,https://dome-auctions.com/administration/auctions/1001/lots/1420/update/,15:47,15:47:00,Updated,Time changed
539,https://dome-auctions.com/administration/auctions/1001/lots/1421/update/,15:47,17:32:00,Updated,Time changed
540,https://dome-auctions.com/administration/auctions/1001/lots/1421/update/,15:47,15:47:00,Updated,Time changed
541,https://dome-auctions.com/administration/auctions/1001/lots/1422/update/,15:48,17:36:00,Updated,Time changed
542,https://dome-auctions.com/administration/auctions/1001/lots/1422/update/,15:48,15:48:00,Updated,Time changed
543,https://dome-auctions.com/administration/auctions/1001/lots/1423/update/,15:48,17:36:00,Updated,Time changed
544,https://dome-auctions.com/administration/auctions/1001/lots/1423/update/,15:48,15:48:00,Updated,Time changed
545,https://dome-auctions.com/administration/auctions/1001/lots/1424/update/,15:48,17:36:00,Updated,Time changed
546,https://dome-auctions.com/administration/auctions/1001/lots/1424/update/,15:49,15:48:00,Updated,Time changed
